,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
164,Relationship_3:Desktop_Computer_Q11_feat5,-1.0,Relationship_3,Desktop_Computer_Q11_feat5,Which of the following design components on your Desktop_Computer help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  ,Scenario relation,weak ties
537,location_2:Desktop_Computer_Q5_feat6,-1.0,location_2,Desktop_Computer_Q5_feat6,What level of accuracy does your Desktop_Computer provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
599,location_3:Desktop_Computer_Q6_feat4,-1.0,location_3,Desktop_Computer_Q6_feat4,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario location,"Public (park, street etc)"
311,Relationship_1:Desktop_Computer_Q3_feat6,-1.0,Relationship_1,Desktop_Computer_Q3_feat6,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  ,Scenario relation,alone
313,Relationship_1:Desktop_Computer_Q5_feat6,-1.0,Relationship_1,Desktop_Computer_Q5_feat6,What level of accuracy does your Desktop_Computer provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  ,Scenario relation,alone
612,location_3:Desktop_Computer_Q11_feat5,-1.0,location_3,Desktop_Computer_Q11_feat5,Which of the following design components on your Desktop_Computer help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
580,location_3:Desktop_Computer_Q2_feat5,-1.0,location_3,Desktop_Computer_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Desktop_Computer while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
201,Relationship_3:Desktop_Computer_Q5_feat6,-1.0,Relationship_3,Desktop_Computer_Q5_feat6,What level of accuracy does your Desktop_Computer provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  ,Scenario relation,weak ties
198,Relationship_3:Desktop_Computer_Q10_feat7,-1.0,Relationship_3,Desktop_Computer_Q10_feat7,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  ,Scenario relation,weak ties
631,location_3:Desktop_Computer_Q1_feat7,-1.0,location_3,Desktop_Computer_Q1_feat7,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,The input modality does not matter to me or is not provided by the device  ,Scenario location,"Public (park, street etc)"
197,Relationship_3:Desktop_Computer_Q10_feat6,-1.0,Relationship_3,Desktop_Computer_Q10_feat6,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,"As the feedback provided by my device is unambiguous and easy to follow, mode of feedback does not matter to me. ",Scenario relation,weak ties
633,location_3:Desktop_Computer_Q9_feat6,-1.0,location_3,Desktop_Computer_Q9_feat6,How does your Desktop_Computer help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
375,Relationship_2:Desktop_Computer_Q6_feat4,-1.0,Relationship_2,Desktop_Computer_Q6_feat4,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario relation,strong ties
560,location_3:Desktop_Computer_Q4_feat3,-1.0,location_3,Desktop_Computer_Q4_feat3,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device,Scenario location,"Public (park, street etc)"
407,Relationship_2:Desktop_Computer_Q1_feat7,-1.0,Relationship_2,Desktop_Computer_Q1_feat7,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,The input modality does not matter to me or is not provided by the device  ,Scenario relation,strong ties
185,Relationship_3:Desktop_Computer_Q9_feat6,-1.0,Relationship_3,Desktop_Computer_Q9_feat6,How does your Desktop_Computer help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario relation,weak ties
646,location_3:Desktop_Computer_Q10_feat7,-1.0,location_3,Desktop_Computer_Q10_feat7,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
647,location_3:Desktop_Computer_Q3_feat6,-1.0,location_3,Desktop_Computer_Q3_feat6,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
409,Relationship_2:Desktop_Computer_Q9_feat6,-1.0,Relationship_2,Desktop_Computer_Q9_feat6,How does your Desktop_Computer help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario relation,strong ties
